,place_name,review_text,review_rating
537,Ngân Hàng Tmcp Quân Đội-CN Thống Nhất,"Văn phòng mới, sạch sẽ, có máy nạp tiền tự động, nhân viên nhiệt tình",5
538,Ngân Hàng Tmcp Quân Đội-CN Thống Nhất,"kha hoanh trang, co atm",5
539,Ngân hàng TMCP Quân Đội - MBBank CN Bình Thạnh,"Good customer support staff, enthusiastic and happy, good service.  Free parking, fast services

Nhân viên hỗ trợ khách hàng tốt, nhiệt tình vui vẻ, dịch vụ bảo về ổn. Giữ xe miễn phí, dịch vụ nhanh chóng",4
540,Ngân hàng TMCP Quân Đội - MBBank CN Bình Thạnh,Thái độ từ bảo vệ đến nhân viên rất tốt. Cách thức tư vấn và xử lý công việc pro. Sẽ chuyển qua đây giao dịch thường xuyên thay cho NH đã cộng tác 12 năm nay.,5
541,Ngân hàng TMCP Quân Đội - MBBank CN Bình Thạnh,"Tôi thật bức xúc khi đến MB chi nhánh Bình Thạnh để giao dịch:
- Về thời gian đợi giao dịch nhiều lần đến số thứ tự nhưng tôi vẫn không được giao dịch Chị Phương vẫn yêu cầu tôi đợi , và thực hiện giao dịch cho khách đến sau tôi.
- Về việc hạn mức giao dịch: do tôi là nhân viên của công ty phải đến nộp tiền doanh thu mỗi ngày về công ty, doanh thu sẽ có thấp và cao, nhưng Chị Phương nhiều lần yêu cầu tôi phải để đến 100 triệu mới được giao dịch vì ảnh hưởng đển tiền gì của chị thì tôi không biết và gây khó dễ cho tôi. Và yêu cầu tôi qua Chi Nhánh Hoàng Hoa Thám giao dịch để chị không bị trù tiền.
- Về loại tiền giao dịch: chị Phương nhiều lần yêu cầu tôi ra cây để nộp, cho thủ tục nhanh , tôi đồng ý với việc đó, nhưng tiền doanh thu tôi có tiền lẻ không thể nộp ngoài cây được nên mới vào quầy nộp, mà nhiều lần chị Phương yêu cầu không cho tôi giao dịch tại quầy, nếu doanh thu là tiền chẵn là tôi sẵn sàng ra cây để nộp cho nhanh tại sao tôi phải chờ đợi mất thời gian của tôi.
Những bức xúc trên tôi mong muốn được Bộ phận Quản lí xem xét để hoàn thiện hơn, và cho tôi được biết Chị Phương có quyền từ chối về giao dịch của tôi hay như thế nào để tôi biết và thông báo về Công Ty về những giao dịch lần sau?",1
542,Ngân hàng TMCP Quân Đội - MBBank CN Bình Thạnh,"Mb Bình Thạnh Phòng DVKh thân thiện, GDV C Hân tận tình chu đáo hỗ trợ tốt, GĐ DV C Phương nhiệt tình thân thiện hỗ trợ tốt",5
543,Ngân hàng TMCP Quân Đội - MBBank CN Bình Thạnh,"Bớt mời chào mua bảo hiểm lại ạ, cảm thấy rất phiền phức. Đang gửi tiết kiệm ngân hàng khác mà nhân viên ở đây xúi rút ra gửi bên MB, có duyên chết liền luôn… Hơi chê nha!!!",1
544,Ngân hàng Quân đội - Chi nhánh TP Hồ Chí Minh,Ngân hàng Quân đội MB số 18 Cộng Hòa ba là một ngân hàng ngay cổng vào khu vực sân bay quân đội i nơi rất nhiều đơn vị quân đội đóng quân ngân hàng toàn lạc ở ngay góc đường Cộng Hòa và cộng vào sân bay cho nên rất thuận tiện cho giao thông và và thuận tiện luôn cho cán bộ công nhân viên trong sân bay đi ra để giao dịch vị trí đắc địa và và nhân viên in phục vụ nhiệt tình chu đáo áo có lấy số thứ tự nhưng nhưng nhân viên làm việc rất nhanh và chuyên nghiệp Mọi thắc mắc của khách hàng đều được giải đáp một cách nhanh chóng Mọi người hãy đến trải nghiệm dịch vụ của MB Bank nha,5
545,Ngân hàng Quân đội - Chi nhánh TP Hồ Chí Minh,Cuộc đời hứa không bao giờ xài MB nữa. Vừa ra ATM ở Cộng Hoà nộp tiền gấp vào tài khoản có việc gấp. Cây ATM lỗi nó nuốt luôn tiền luôn. Gọi hotline thì giờ đợi 1-3 ngày check này check kia mới hoàn lại tiền. Chịu.,1
546,Ngân hàng Quân đội - Chi nhánh TP Hồ Chí Minh,cách phụ vụ quá là tệ! gọi điện bắt máy mà không nói chuyên ( 2 cuộc gọi và 103 chi nhánh cộng hoà) và nghe máy và nói tư vấn bắt đợi rồi cái tắt máy. gọi lại thì k bắt máy luôn ( ext số 116 chi nhánh cộng hoà ),1
547,Ngân hàng Quân đội - Chi nhánh TP Hồ Chí Minh,Nhân viên ngân hàng hách dịch nhất mình từng gặp. Quá tệ cho một ngân hàng như MB,1
548,Ngân hàng Quân đội - Chi nhánh TP Hồ Chí Minh,"Nhân viên giao dịch Cẩm Vân  tại CN 18 Đ CỘNG HÒA hỗ trợ rất nhiệt tình và xử lí thẻ giao dịch rất nhanh . Tôi rất hài lòng về nhân viên ở đây nói riêng , chi nhánh mbbank 18Đ Cộng hòa nói chung  . Cám ơn Chị giao dịch viên cẩm vân và cám ơn chi nhánh MBBANK  18Đ cộng hòa .",5
549,Ngân hàng MB Quận 5,Không thể nào tệ hơn khi chỉ cho rút 20 triệu 1 lần 1 ngày,1
550,Ngân hàng MB Quận 5,"Dịch vụ tốt, nhanh chóng và nhiệt tình.
Cơ sở vật chất mới
Chuyên nghiệp.",5
551,Ngân hàng MB Quận 5,"Nhân viên chậm
Thủ tục lâu và xử lý kém
Tôi thật sự thất vọng về dịch vụ tại MB
Chờ đổi tiền đi du lịch phải gần 2 tiếng mới xong! SỐ LƯỢNG KHÁCH giao dịch không quá đông và không ai đổi ngoại tệ như tôi

Lần đầu cũng như lần cuối!
Dịch vụ tệ… bye!

Đánh giá: 3 điểm cho MB",1
552,Ngân hàng MB Quận 5,"Nhân viên phục vụ nhiệt tình, nhanh, dù không gian của ngân hàng không rộng lắm. Thủ tục nhanh gọn sử dụng nộp qua app không cần thủ tục rườm ra. Gửi và chuyển tiền miễn phí. Khi gửi chỉ cần xác nhận qua app MB là được. Rút tiền không cần thẻ rất tiện lợi.",4
553,Ngân hàng MB Quận 5,"Dịch vụ kém, làm thẻ hoài không gửi, gọi lên tổng đài hẹn cho nv gọi lại cũng không thấy đâu. Quá kém, không uy tín",1
554,Ngân Hàng Quân Đội (MB) - Chi Nhánh Nguyễn Tri Phương,"Nhân viên ở bàn số 5 vào ngày 29/03/2023
lúc 14:00 thái độ cộc cằn, không tôn trọng khách hàng. Không lắng nghe khách hàng nói chuyện, trả lời 1 cách lặp khuôn không đưa ra được thông tin khách hàng cần. Rất tệ!",1
555,Ngân Hàng Quân Đội (MB) - Chi Nhánh Nguyễn Tri Phương,"Nhân viên lịch sự , nhiệt tình từ bảo vệ cho đến nhân viên tiếp khách . Rất thích chi nhánh Nguyễn Chi Phương .Cảm ơn đã giúp đỡ mình nhiệt tình .",5
556,Ngân Hàng Quân Đội (MB) - Chi Nhánh Nguyễn Tri Phương,"Xứng đáng 10 sao tôn trọng mọi khách hàng không phân biệt. Thủ tục mở tài khoản mới rất gọn nhẹ.
P/s khách hàng từ vietcombank ""chạy"" qua . Chính bởi thói coi thường khách hàng và nghiệp vụ nhân viên kém đến mức tồi tệ",5
557,Ngân Hàng Quân Đội (MB) - Chi Nhánh Nguyễn Tri Phương,"Nhân viên làm việc tại bàn số 6 (vào khoảng 8h35 sáng ngày 15/1/2022) có thái độ làm việc không được hiền lành, nói chuyện trong họng không nghe thấy gì ,lúc hỏi thì gằn giọng to tiếng, mặt thì nhăn nhó,  điều này gây mất thiện cảm giữ khách hàng với ngân hàng MB, dù chỉ là số ít nhân viên như vậy nhưng mong ngân hàng xem xét lại thái độ làm việc và cử chỉ nói chuyện của nhân viên đối với khách hàng, càng cải thiện càng giúp ích nhiều cho ngân hàng MB. Cám ơn ạ",2
558,Ngân Hàng Quân Đội (MB) - Chi Nhánh Nguyễn Tri Phương,"Dịch vụ tốt. Nhân viên thân thiện, vui vẻ.",5
559,Ngân hàng TMCP Quân Đội (MB) - Quận 12,"Nhân viên thân thiện, nhiệt tình, dễ thương chu đáo nhưng nv làm việc hơi chậm và  đến giờ nào cũng đông khách hàng cần làm việc nhanh hơn thì sẽ 10 điềm",4
560,Ngân hàng TMCP Quân Đội (MB) - Quận 12,"Làm việc chuyên nghiệp, nhân viên thân thiện, vui vẻ... Đáng tin cậy",5
561,Ngân hàng TMCP Quân Đội (MB) - Quận 12,"tôi vẫn cho là chỗ dịch vụ này hài lòng nhưng mà làm sai địa chỉ trong hệ thống của tôi mấy năm qua, nếu tôi không sao kê không hề phát hiện ra. Tóm lại chi nhánh khác làm sai, không phải ở đây. Thật sự đề nghị ngân hàng MB thay đổi giờ làm việc như các ngân hàng tư nhân khác. Tôi vừa bị MB trừ tiền mà còn đã vậy phải mất thời gian đi tới lui để thông báo việc ngân hàng đã cập nhật sai thông tin của tôi. Yêu cầu các anh/ chị nhìn kỹ trước khi làm thông tin cho khách hàng",3
562,Ngân hàng TMCP Quân Đội (MB) - Quận 12,"Nhanh chóng, nhiệt tình, vui vẻ",5
563,Ngân hàng TMCP Quân Đội (MB) - Quận 12,Nhân viên bảo vệ đều chu đáo dễ thương và tận tình hướng dẫn,5
564,MBBank - Hội sở,"GDV hỗ trợ khách hàng không nhiệt tình, xử lý giao dịch KYC chậm trễ không hiệu quả. Gọi số máy bàn của chi nhánh thì không 1 ai thèm nhấc máy. Gọi cả ngày không liên lạc được. Gọi hotline thì báo sẽ xử lý sớm nhưng qua ngày rồi vẫn chưa thấy giao dịch đc xử lý. Quá tệ. MBBank 21 Cát Linh nên xem xét lại thái độ phục vụ khách hàng.",1
565,MBBank - Hội sở,Ngân hàng rác rưởi nhất mà tôi từng gặp. Đi mở thẻ mà nhân viên xưng mày tao với khách hàng. Tất cả nhân viên mb là một lũ vô học và vô đạo đức!,1
566,MBBank - Hội sở,"Không thể chấp nhận dc cái CN ở Cát Linh này, bấm số chờ nửa tiếng k thấy ai gọi, tới lúc gọi thì bỏ số, ra thắc mắc thì nhân viên gân cổ lên cãi là gọi rồi xog kêu lấy số khác ra chờ tiếp. Nếu k trả lương qua đây cả đời tôi k thèm dùng dịch vụ của cái ngân hàng này",1
567,MBBank - Hội sở,"Chăm sóc quá tệ, tổng đài cực chậm mỗi lần gọi mất 5 - 7 phút mới kết nối được tồng đài viên rất ức chế. Phục vụ tệ như vậy mà còn thu phí tổng đài???",1
568,MBBank - Hội sở,"Gọi điện thoại đến chi nhánh mà không thấy bao giờ nghe máy .
Tôi không hiểu dịch vụ kiểu gì ..",1
569,Ngân hàng Quân Đội - CN Ba Đình,"Ngân hàng có vị trí thuận lợi, giao dịch nhanh, có chỗ đỗ xe, có chô ngồi chờ",5
570,Ngân hàng Quân Đội - CN Ba Đình,"Khi đi vào là người tư do , khi đi ra ta đã là con nơ môt cách tư nguyên",3
571,Ngân hàng Quân Đội - CN Ba Đình,Ngân hàng uy tín nhất tại Việt Nam tôi đã giao dịch gần 10 năm tại đây,5
572,Ngân hàng Quân Đội - CN Ba Đình,Tuyệt vời,5
573,Ngân hàng Quân Đội - CN Ba Đình,Là nhân viên ngân hàng nên mình auto cho 5* thôi ^^,5
574,MB Bank,"Giao dịch viên sai sót trong nghiệp vụ cơ bản, mn cần cẩn trọng khi giao dịch tránh rắc rối xảy ra. Mình mất công mất việc. Bác bảo vệ rất thân thiện.",1
575,MB Bank,"Thái độ phục vụ rất tốt, từ anh giữ xe, bác bảo vệ, nhân viên quầy...",5
576,MB Bank,"Ok, vị trí thuận lợi ngay góc ngã tư Hàm Nghi giao nguyễn cơ thạch",3
577,MB Bank,"Nhân Viên Chăm sóc chán tồi, Chú bảo vệ rất nhiệt tình",1
578,MB Bank,"Đẹp mát mẻ, nhân viên ít nhưng nhiệt tình",5
579,Ngân hàng TMCP Quân đội (MBBANK) - CN Lãn Ông,,5
580,Mb Xuân Diệu,Làm việc quá chậm chạp .tôi đợi 30p sau đó lại bảo 20p nữa mới đến lượt mà tôi đên là số 7 .nên cải tổ lại cách làm việc .tôi sẽ ko gửi ở chỗ này nữa,1
581,Mb Xuân Diệu,Cách phục vụ của nhân viên tại cơ sở quá tệ. Người giao dịch đông không có nghĩa là người đến sau lại được giao dịch trước. Khi khách hàng thắc mắc không hề có câu trả lời thoả đáng và mặc kệ khách hàng mặc dù mình đến đầu và phải ngồi chờ rất lâu! Sau khi mình ra lấy xe thì cả nhân viên lẫn quản lí đứng trong nhà nhìn ra ngoài chỉ trỏ. Mình k nghĩ đây là cách phục vụ chuyên nghiệp và là nơi để mình tin tưởng sử dụng dịch vụ nữa🙂,1
582,Mb Xuân Diệu,"Ngân hàng sạch đẹp. Nhân viên chu đáo, nhanh nhẹn.",5
583,Mb Xuân Diệu,"Nhân viên làm chậm, tác phong kém chuyên nghiệp.",1
584,Mb Xuân Diệu,"Dịch vụ ngân hàng chuyên nghiệp, nhân viên thân thiện",5
585,Ngân hàng Quân Đội (MB) Nghĩa Tân,"Dịch vụ tận tâm, chuyên nghiệp, đồng hành cùng khách hàng.",5
586,Ngân hàng Quân Đội (MB) Nghĩa Tân,"Địa chỉ thì sai, chờ đúng 35 phút mới đến lượt. Thái độ phục vụ của nhân viên đánh giá ở mức trung bình. Ai vội mà vào đây thì chỉ có nước bỏ về.",1
587,Ngân hàng Quân Đội (MB) Nghĩa Tân,Đề nghị sửa lại địa chỉ. Sai mẹ r,1
588,Ngân hàng Quân Đội (MB) Nghĩa Tân,Địa chỉ ghi số 2 Nguyễn Khánh Toàn là sai. đề nghị sửa lại.,5
589,Ngân hàng Quân Đội (MB) Nghĩa Tân,nhân viên ít đông khách nên phải chờ lâu. cần bổ xung thêm nhân viên,3
590,VN888,"Dễ nhận thấy từ xa, tác phong nhanh nhẹn, chuyên nghiệp, hỗ trợ nhiệt tình chu đáo,",4
591,VN888,Bảo vệ cười suốt :D,5
592,VN888,"Phải nói thế nào nhỉ. Giá mà ngân hàng nào cũng dc như ngân hàng này. Để xe có anh bảo vệ dắt váo, lúc về hỏi e đi hướng nào thì dắt chiều ấy. Mở cửa có em lễ tân nhẹ nhàng hỏi han rồi chờ lâu đưa kẹo và xin lỗi. Nhân viên phòng giao dịch thì nhanh nhẹn nhẹ nhàng. Tươi cười dù rút hay hỏi han nhiều. Đếm tiền cũng nhanh. Ko thủ tục rườm ra như mấy bên NH khác. Nói chung 5 sao vì vô cùng ưng. Khách hàng là thượng đế.",5
593,VN888,Chán mở tài khoản nhân viên không nói gì. Về thấy chưa kích hoạt được. Mất việc,1
594,VN888,"BV Đón tiếp niềm nở, hướng dẫn làm thủ tục chu đáo.",4
595,MB Sông Hàn/ MBBank Sông Hàn,Thái độ của nhân viên không niềm nở -cảm thấy khó chịu khi đến giao dịch ở đây🙂,1
596,MB Sông Hàn/ MBBank Sông Hàn,"Nhân viên k nắm rõ chính sách để giải đáp cho khách hàng,  thái độ khó chịu,  nghĩ sao mà bảo mở thẻ ở đâu thì về đó mà nhờ :)",1
597,MB Sông Hàn/ MBBank Sông Hàn,"Mọa. Làm ăn cái giống ôn gì mà tạo tài khoản.
Không cho chuyển, không cho rút. Thế làm cái thẻ để cúng hay gì mấy mọa. Làm ăn như cái quần què.",1
598,MB Sông Hàn/ MBBank Sông Hàn,"Nhân viên hướng dẫn giao dịch quá tệ
App banking thường xuyên lỗi
Không nên dùng",1
599,MB Sông Hàn/ MBBank Sông Hàn,Quên đọc đánh giá trước khi ghé....Ghé rồi thấy đánh giá thấp là có lí do hết...chờ thí mịa,1
600,MB,"MBBank đã có gần 500 ngàn người dùng, với bình quân trên 3 triệu giao dịch, đạt giá trị 18 ngàn tỷ đồng một tháng. Điều đó minh chứng cho việc khách hàng ngày càng tin tưởng vào hình thức giao dịch ngân hàng mới mẻ này. Để có được thành quả này, App MBBank đã liên tục đưa ra hàng loạt tiện ích mới, sản phẩm mới, cách thức tương tác mới, mang lại trải nghiệm mới mẻ, thú vị hơn cho khách hàng.

Chẳng hạn, khách hàng sử dụng App MBBank có thể rút tiền tại 760 ATM của MB trên toàn quốc mà không phải dùng thẻ nhựa. Điều này mang lại trải nghiệm rất tích cực cho khách hàng, thay đổi quan niệm cũ của khách hàng: cứ rút tiền tại cây ATM thì phải cầm theo thẻ ngân hàng. Sự tin tưởng vào dịch vụ làm chuyển biến thói quen dùng thẻ rút tiền và bằng chứng là hai tháng đầu năm 2019, số tiền rút ra từ ATM không dùng đến thẻ đã vượt qua số tiền rút bằng thẻ.

Tiện lợi",5
601,MB,"Trạm có 1 máy, còn hơi ít",3
602,MB,Thuận tiện,3
603,MB,Được rồi,5
604,MB,Chức năng tốt!,4
605,MB Sông Hàn/ MBBank Sông Hàn,Thái độ của nhân viên không niềm nở -cảm thấy khó chịu khi đến giao dịch ở đây🙂,1
606,MB Sông Hàn/ MBBank Sông Hàn,"Nhân viên k nắm rõ chính sách để giải đáp cho khách hàng,  thái độ khó chịu,  nghĩ sao mà bảo mở thẻ ở đâu thì về đó mà nhờ :)",1
607,MB Sông Hàn/ MBBank Sông Hàn,"Mọa. Làm ăn cái giống ôn gì mà tạo tài khoản.
Không cho chuyển, không cho rút. Thế làm cái thẻ để cúng hay gì mấy mọa. Làm ăn như cái quần què.",1
608,MB Sông Hàn/ MBBank Sông Hàn,"Nhân viên hướng dẫn giao dịch quá tệ
App banking thường xuyên lỗi
Không nên dùng",1
609,MB Sông Hàn/ MBBank Sông Hàn,Quên đọc đánh giá trước khi ghé....Ghé rồi thấy đánh giá thấp là có lí do hết...chờ thí mịa,1
610,Ngân Hàng TMCP Quân Đội (MBBank),"Ngân hàng có CRM nộp rút tiền 24/7 siêu tiện lợi, nhân viên năng động trẻ trung nhiệt tình, đáng trải nghiệm trong tất cả các ngân hàng",5
611,Ngân Hàng TMCP Quân Đội (MBBank),"Thái độ nhân viên quầy giao dịch nộp tiền không tốt. Tôi hầu như ngày nào cũng ra nộp tiền tại phòng giao dịch chi nhánh Long Thành. Có khi nộp tiền nhiều, có khi ít thường tôi giao dịch từ 10 triệu đến 60 triệu là cùng. Tôi cũng không có số tiền lên tới mấy trăm triệu để ra nộp tài khoản.
Khi tôi hỏi tại sao không nhận giao dịch tại quầy mà trong khi không có 1 khách hàng nào, ( lúc đó có mình tôi) lại kêu tôi ra cây giao dịch. Thì trả lời tôi. Chi nhánh e có quy định là chỉ nhận giao dịch tại quầy với số tiền từ 300 triệu trở lên. Vì lý do các bạn sợ sai sót, do bạn nhân viên tại quầy đó đang mang thai nên hơi mệt,…. Với 1 chi nhánh mở ra để phục vụ cho khách hàng. Mà trả lời khách như thế. Thì bên mình có chấp nhận được không?",1
612,Ngân Hàng TMCP Quân Đội (MBBank),"Thái độ nhân viên phục vụ khách hàng không tốt, con nhà lính tính nhà quan",1
613,Ngân Hàng TMCP Quân Đội (MBBank),"Ngân hàng cung cấp sản phẩm dịch vụ tốt! Nhân viên thân thiện, chuyên nghiệp!!",5
614,Ngân Hàng TMCP Quân Đội (MBBank),Số office gọi không bắt máy. Hotline gọi cũng không bao giờ có tư vấn viên available. Giờ làm việc ghi đến 17h nên mình cố gắng sắp xếp công việc để đến lúc 16h53 thì từ chối tiếp. Rất thất vọng.,1
615,Ngân hàng Quân đội - MB Bank,"Bảo vệ nhiệt tình, còn gdv quá tệ, có 1 đến 2 khách mà chờ đợi gần hơn 45p, nộp tiền thì báo ra cây nộp, còn nộp trong quầy phải có app mới nộp cho. Gdv đếm tiền ẩu,  lề mề, trong lúc đếm tiền còn làm việc riêng, k chú tâm.",1
616,Ngân hàng Quân đội - MB Bank,"4 Quầy GD, luôn luôn hoạt động 2. 2 người làm đủ mọi việc, k có ai chuyên để thực hiện nộp chuyển tiền. Đã vậy còn vừa làm vừa tám chuyện. Khách mới GD với MB nhiều điều k hiểu thì lại tỏ thái độ khó chịu, xem thường khách.",1
617,Ngân hàng Quân đội - MB Bank,"đến mở thẻ được bạn giao dịch viên hướng dẫn cẩn thận, làm việc nhanh gọn. tác phong phục vụ tốt, thái độ thân thiện với khách hàng, chỉ có 1 người làm nhưng khách hàng cũng không phải chờ quá lâu.",5
618,Ngân hàng Quân đội - MB Bank,"16h ngày 2/11
ATM ở trước nhân viên đang làm gì đấy .
Mình hỏi có thể vào trong rút tiền được không .
Nhân viên bảo được .
Vào thì không có 1 khách nào , nhưng 1 chị nhân viên bảo lấy thẻ rồi đợi .
Lúc đấy không có khách nào khác mình mới hỏi chị đấy "" em rút tiền khảo bao lâu thì đc chị ""
Chị đấy đáp "" các bạn ra atm lấy tiền vào . Anh gấp thì đi cây khác "" ( mình hỏi khoản bao lâu thì bảo đi chỗ khác rất là hài hước )
Ngồi khoảng 15p thì có nhân viên làm . Nhưng lấy thẻ mà lại không làm theo stt . Trong lúc chờ thì có 1 chú vào nữa . Như rằng chị nv vừa vào kêu chú ấy lên .
Mình lập tức giơ thẻ lên nhưng được đáp lại bằng 1 nụ cười và không có lời xin lỗi .
Lúc tới mình làm nv ấy hỏi mình làm gì . Mình bảo rút tiền thì chị ấy bảo cây atm xong rồi anh có thể ra atm rút ( lại hài hước )
Mình vẫn bảo rút tại quầy .
Rút ra được anh bảo vệ mở cửa giùm.
Chốt lại thái độ 2 anh bảo vệ quá tuyệt vời . Nhân viên chăm sóc khách hành thì hài hước",1
619,Ngân hàng Quân đội - MB Bank,Ck tiền trừ tiền vào 3/9 mà đến 5/9 vẫn k nhận được là sao cskh gọi k nghe máy k biết làm việc kiểu gì,1
620,MBBank - PGD SONG THAN,"Từ bảo vệ vào tới nhân viên rất ko hài lòng nha. Ngân hàng có dịch vụ chọn thẻ. Hỏi nv thì còn thẻ cung. Nên chọn t thẻ cung, nv ko hỏi khách hàng cung gì lấy đại thẻ cho khách. Hỏi có cung của t ko thì chỉ còn mỗi một cung. Sao ngay từ đầu ko nói là chỉ còn một cung. Làm việc thì lơ là ko hỏi thì ko đưa thẻ cho khách hàng. Lần đầu làm thẻ mà gặp đúng nv như vậy quá thất vọng. Nên xem Xét lại cách làm việc",1
621,MBBank - PGD SONG THAN,"Làm việc thiếu chuyên nghiệp ,nhân viên lề mề chã ra gì",1
622,MBBank - PGD SONG THAN,"Thái độ nhân viên làm việc tệ và khuyên mọi người nên tự làm thẻ onl ở nhà trong app nhé
Nhân viên DUONG HUU CUONG  có lòng tham, chiếm đoạt tài sản riêng của khách hàng. Bởi vì khi tải app khách hàng mới được tặng 30k vào tài khoản mà nhân viên này tự ý gửi vào thẻ của mình khi khách hàng nhờ cài giúp.",1
623,MBBank - PGD SONG THAN,"Nuốt tiền xong ,  lm giấy tra soát nhân viên bảo 7 đến 10 ngày có kết quả
Đợi 10 ngày rồi  vẫn im ru .  gọi ngân hàng kh ai nge máy",1
624,MBBank - PGD SONG THAN,"Rất tệ, pdg có 6 cửa mà tầm 20 khách hàng mà làm gần 2h mới xong của mình",1
625,Ngân hàng Quốc Tế - VIB Cầu Giấy,Ngân hàng cho những người có từ 10ty trở lên gửi thì chi nhánh này coi trọng.còn nếu bạn gửi 500tr mất nửa tiếng.khi bạn lấy lãi thì 1gio để họ cho bạn lấy lãi dù chỉ có mỗi một mình trong ngân hàng.,1
626,Ngân hàng Quốc Tế - VIB Cầu Giấy,Số 299 cầu giấy ở đây có cả cây viêtcombank rất tiện lợi,4
627,Ngân hàng Quốc Tế - VIB Cầu Giấy,k có chỗ để xe máy. bảo vệ thu 10k để xe,1
628,Ngân hàng Quốc Tế - VIB Cầu Giấy,"Mình ra làm cái thẻ rõ ràng nói làm giúp em thẻ visa, nhân viên nghe xong dạ dạ như đúng rồi, lúc lấy thẻ lại là thẻ thông dụng bình thường. trong khi khách k hề đông.
vừa bực mình vừa tốn thời gian",1
629,Ngân hàng Quốc Tế - VIB Cầu Giấy,"Mình mở tài khoản ở đây, có bạn nữ giao dịch viên rất xinh và nhiệt tình nhé",5
630,Ngân hàng Quốc Tế - VIB Hoàn Kiếm,Nhịp thở dồn ...ngỡ tiếng bước người xưa.,3
631,Ngân hàng Quốc Tế - VIB Hoàn Kiếm,Nhân viên ko nhiệt tình,1
632,Ngân hàng Quốc Tế - VIB Hoàn Kiếm,Tốt,5
633,Ngân hàng Quốc Tế - VIB Hoàn Kiếm,Nó phải là một trong những ngân hàng ngu ngốc nhất ở Hà Nội. 0 sao!!!!,1
634,Ngân hàng Quốc Tế - VIB Hoàn Kiếm,Được rồi,3
635,Ngân hàng Quốc Tế - VIB Nguyễn Cơ Thạch,DV rất ok. Đây là Ngân hàng mở muộn nhất,5
636,Ngân hàng Quốc Tế - VIB Nguyễn Cơ Thạch,Dịch vụ tốt,4
637,Ngân hàng Quốc Tế - VIB Nguyễn Cơ Thạch,,3
638,Ngân hàng Quốc Tế - VIB Nguyễn Cơ Thạch,,2
639,Ngân hàng Quốc Tế - VIB Thanh Xuân,"Nhân viên tư vấn nhiệt tình, chăm sóc khách hàng tốt, thái độ phục vụ tốt. Thời giangiao dịch nhanh.  Nên đến chi nhánh này của VIB để giao dịch",5
640,Ngân hàng Quốc Tế - VIB Thanh Xuân,"Tư vấn viên thân thiện, dịch vụ cũng ko bị trừ phí lung tung. Mà cái app cũng ngon hơn nhiều so với các bank khác",5
641,Ngân hàng Quốc Tế - VIB Thanh Xuân,"Biết nói thế nào nhỉ, nhân viên ở đó quá tuyệt vồi, phục vụ khách hàng quá tốt, không thể chê được",5
642,Ngân hàng Quốc Tế - VIB Thanh Xuân,"Ngân hàng phục vụ khá nhanh chóng, nếu có thêm chỗ để ô tô nữa thì tốt",4
643,Ngân hàng Quốc Tế - VIB Thanh Xuân,Sạch đẹp,5
644,Ngân hàng Quốc Tế - VIB Thái Bình,"Ngân hàng liên tục để cây ATM hết tiền, nhiều khi cần việc gấp ra rút không có. Và ít cây nên phải đi xa để rút, không có lại phải quay về hôm sau ra rút lại không rút được tiếp. Sẽ bỏ VIB.",1
645,Ngân hàng Quốc Tế - VIB Thái Bình,"Nhân viên VIB Thái Bình làm việc hời hợt,tắc trách.coi thường khách hàng.thật thất vọng với chi nhánh này",1
646,Ngân hàng Quốc Tế - VIB Thái Bình,Được rồi,5
647,Ngân hàng Quốc Tế - VIB Thái Bình,Được rồi,3
648,Ngân hàng Quốc Tế - VIB Thái Bình,,5
649,Ngân hàng Quốc Tế - VIB Lê Quý Đôn,Chất lượng phục vụ của VIB Lê QUý Đôn thật tuyệt vời,5
650,Ngân hàng Quốc Tế - VIB Lê Quý Đôn,,4
651,Ngân hàng Quốc Tế - VIB Lê Quý Đôn,,5
652,Ngân hàng Quốc Tế - VIB Lê Chân,"Kính gửi Ngân hàng Quốc tế VIB

Tôi là khách hàng : Lê văn Quỳnh
Địa chỉ: Đội 8-  Thôn thiên kha- xã tiên cường- huyện tiên lãng- Thành Phố Hải Phòng.

Tôi có việc cần kiến nghị với Ngân hang Vib giải quyết cho tôi:
Tôi có khoản vay mua nhà ở ngân hàng vib, Trong hợp đồng sau 6 tháng vay tôi có thể trả toàn bộ gốc ,không bị phạt.Hiện tại Tôi đã có đủ số tiền để trả toàn bộ gốc. Tôi đã báo đến nhân viên quản lý khoản vay của tôi từ ngày 21/11/2022 về việc trả nợ. Nhân viên bên VIB Lê chân có phản hồi là đang chờ  xếp duyệt hồ sơ . Đến nay tôi liên lạc lại cho nhân viên ấy nhiều lần không bắt máy cũng không phản hồi lại cho tôi.
Dất mong ngan hàng giải quyết vấn đề của tôi.
Tôi xin chân thành cảm ơn!",1
653,Ngân hàng Quốc Tế - VIB Lê Chân,"Kính gửi Ngân hàng Quốc tế VIB

Tôi là khách hàng : Trương Anh Dũng
Địa chỉ: số 11B/305 Đông Khê- Quận Ngô Quyền- Thành Phố Hải Phòng.

Tôi có việc cần kiến nghị với Ngân hang Vib giải quyết cho tôi:
Tôi có khoản vay mua nhà ở ngân hàng vib, hợp đồng là cứ dồn được chút nào trả chút đó mà không phạt hợp đồng, đợt này Tôi dồn được một chút trả bớt gốc mà gần tháng nay ngân hàng không duyệt, phản hồi là đang cân đối nguồn vốn!",1
